	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
2937	DB03118	EXPT00006	(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one	1-(5-Chloroindol-3-YL)-3-hydroxy-3-(2H-tetrazol-5-YL)-propenone	DrugBank	20210103	20210909
2938	DB03120	EXPT03125	p-Toluenesulfonic acid	4-toluenesulfonic acid | p-methylbenzenesulfonic acid | p-methylphenylsulfonic acid | p-toluenesulfonic acid | p-toluenesulphonic acid | p-tolylsulfonic acid | para-toluene sulfonate | toluene-4-sulfonic acid | Tosic acid | Tosylic acid	DrugBank	20210103	20210909
2939	DB03121	EXPT01810	(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid		DrugBank	20210103	20210909
2940	DB03124	EXPT00045	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid		DrugBank	20210103	20210909
2941	DB03125	EXPT03114	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium		DrugBank	20210103	20210909
2942	DB03126	EXPT02204	Mant-Adp		DrugBank	20210103	20210909
2943	DB03127	EXPT00669	Benzamidine		DrugBank	20210103	20210909
2944	DB03128	EXPT00412	Acetylcholine	ACh | Choline acetate | O-Acetylcholine	DrugBank	20210103	20210909
2945	DB03129	EXPT02858	Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium	[3-(1,3,2-dioxaborolan-2-yloxy)propyl]guanidine	DrugBank	20210103	20210909
2946	DB03130	EXPT01625	S-P-Nitrobenzyloxycarbonylglutathione		DrugBank	20210103	20210909
2947	DB03132	EXPT00770	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid		DrugBank	20210103	20210909
2948	DB03133	EXPT01871	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole		DrugBank	20210103	20210909
2949	DB03134	EXPT02383	L-2-aminopimelic acid	(2S)-2-Aminoheptanedioic acid | (S)-2-aminoheptanedioic acid | 2-Aminopimelic acid | L-alpha-Aminopimelic acid | L-α-aminopimelic acid	DrugBank	20210103	20210909
2950	DB03135	EXPT00020	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid		DrugBank	20210103	20210909
2951	DB03136	EXPT01360	4-Iodobenzo[B]Thiophene-2-Carboxamidine		DrugBank	20210103	20210909
2952	DB03137	EXPT02704	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine		DrugBank	20210103	20210909
2953	DB03138	EXPT02010	Perchlorate	Perchlorate Ion	DrugBank	20210103	20210909
2954	DB03139	EXPT00692	6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid		DrugBank	20210103	20210909
2955	DB03140	EXPT00208	4-Carboxyphenylboronic Acid		DrugBank	20210103	20210909
2956	DB03141	EXPT00690	3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril		DrugBank	20210103	20210909
2957	DB03142	DB02769 | EXPT00554	Alpha-L-Arabinose		DrugBank	20210103	20210909
2958	DB03143	EXPT01376	Nonan-1-Ol		DrugBank	20210103	20210909
2959	DB03144	EXPT01692	N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine	N-omega-hydroxy-L-arginine	DrugBank	20210103	20210909
2960	DB03145	EXPT03154	4-Methyl-5-Hydroxyethylthiazole Phosphate		DrugBank	20210103	20210909
2961	DB03146	DB02682 | EXPT02575 | EXPT02944	2-deazo-6-thiophosphate guanosine-5'-monophosphate		DrugBank	20210103	20210909
2962	DB03147	EXPT01391	Flavin adenine dinucleotide	Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine | adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate] | FAD | Flavin adenine dinucleotide | Flavin-Adenine Dinucleotide | Flavine adenine dinucleotide | Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine | Riboflavin 5'-adenosine diphosphate	DrugBank	20210103	20210909
2963	DB03148	EXPT00363 | EXPT00533	Adenosine 5'-methylenediphosphate	Adenosine 5'-(hydrogen (phosphonomethyl)phosphonate) | Adenosine, 5'-(trihydrogen methylenebis(phosphonate)) | Phosphomethylphosphonic acid adenosyl ester	DrugBank	20210103	20210909
2964	DB03150	EXPT00113	2',3'-Dideoxythymidine-5'-Monophosphate		DrugBank	20210103	20210909
2965	DB03151	EXPT01060	mu4-sulfido-quadro-tetracopper	μ4-sulfido-quadro-tetracopper	DrugBank	20210103	20210909
2966	DB03152	EXPT00687	B-2-Octylglucoside		DrugBank	20210103	20210909
2967	DB03153	EXPT02643	3H-pyrazolo[4,3-d]pyrimidin-7-ol		DrugBank	20210103	20210909
2968	DB03154	EXPT01463	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid		DrugBank	20210103	20210909
2969	DB03155	EXPT03185	2'-fluoro-2'-deoxyuridine 3'-monophosphate		DrugBank	20210103	20210909
2970	DB03156	EXPT01175	beta-D-glucuronic acid	beta-D-Glucopyranuronic acid | GlcAb | GlcAβ | β-D-glucopyranuronic acid	DrugBank	20210103	20210909
2971	DB03157	EXPT01150	N,O-Didansyl-L-Tyrosine		DrugBank	20210103	20210909
2972	DB03158	EXPT00125	D-Myo-Inositol-1,4-Bisphosphate		DrugBank	20210103	20210909
2973	DB03159	EXPT00282	CRA_8696		DrugBank	20210103	20210909
2974	DB03160	EXPT01960	N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate		DrugBank	20210103	20210909
2975	DB03161	EXPT03034	Thymidine-5'-diphospho-beta-D-xylose		DrugBank	20210103	20210909
2976	DB03162	EXPT01550	4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid		DrugBank	20210103	20210909
2977	DB03163	EXPT01980	2-oxopropyl-CoM	2-(2-Oxopropylthio)ethanesulfonate | 2-[(2-Oxopropyl)sulfanyl]ethanesulfonic acid | 2-ketopropyl-CoM	DrugBank	20210103	20210909
2978	DB03164	EXPT02082	6-amino-1-methyl-7H-purin-1-ium	6-amino-1-methylpurine	DrugBank	20210103	20210909
2979	DB03165	EXPT01154	2-Dimethylamino-Ethyl-Diphosphate		DrugBank	20210103	20210909
2980	DB03166	DB04184 | EXPT00423	Acetic acid	Acetic acid, glacial | Aceticum acidum | acide acétique | ácido acético | Essigsäure | Ethanoat | Ethanoate | Ethanoic acid | Ethoic acid | Ethylic acid | Glacial acetic acid | HOAc | Methanecarboxylic acid | Vinegar	DrugBank	20210103	20210909
2981	DB03167	EXPT02511	Pentabromophenol		DrugBank	20210103	20210909
2982	DB03168	EXPT02318	Nicotinamide adenine dinucleotide cyclohexanone		DrugBank	20210103	20210909
2983	DB03169	EXPT01758	(S)-Hmg-Coa		DrugBank	20210103	20210909
2984	DB03170	EXPT00980	Dephospho Coenzyme A		DrugBank	20210103	20210909
2985	DB03171	EXPT01918	Indole-3-Propanol Phosphate		DrugBank	20210103	20210909
2986	DB03172	EXPT03017	Tubercidin	7-deazaadenosine | Sparsomycin A | Tubercidine	DrugBank	20210103	20210909
2987	DB03173	EXPT01012	CRA_10433		DrugBank	20210103	20210909
2988	DB03174	EXPT02628	Phosphonoacetaldehyde		DrugBank	20210103	20210909
2989	DB03175	EXPT02630	Propyl alcohol	1-propanol | 1-proponol | N-propanol | N-propyl alcohol | Propanol	DrugBank	20210103	20210909
2990	DB03176	EXPT01852	KB-141	3,5-dichloro-4-(4-hydroxy-3-isopropylphenoxy)phenylacetic acid	DrugBank	20210103	20210909
2991	DB03177	EXPT00250	5-methylbenzimidazole	5-methyl-1H-benzimidazole | 6-methyl-1H-benzimidazole	DrugBank	20210103	20210909
2992	DB03178	EXPT02899	Guanosine-2',3'-cyclophosphorothioate		DrugBank	20210103	20210909
2993	DB03179	EXPT02943	Sinapoyl coenzyme A		DrugBank	20210103	20210909
2994	DB03180	EXPT00037	4,5-Dimethyl-1,2-phenylenediamine	4,5-Dimethyl-o-phenylenediamine	DrugBank	20210103	20210909
2995	DB03181	EXPT02554	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione		DrugBank	20210103	20210909
2996	DB03182	EXPT01407	alpha-Fluoro-carboxymethyldethia coenzyme A complex		DrugBank	20210103	20210909
2997	DB03183	EXPT00243	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester		DrugBank	20210103	20210909
2998	DB03184	EXPT03249	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid		DrugBank	20210103	20210909
2999	DB03185	EXPT00750	1-Beta-Ribofuranosyl-1,3-Diazepinone		DrugBank	20210103	20210909
3000	DB03186	EXPT02700	Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate]	U-PI-A-PI	DrugBank	20210103	20210909
3001	DB03187	EXPT02450	6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid		DrugBank	20210103	20210909
3002	DB03189	EXPT02191	Cu-Cyclam		DrugBank	20210103	20210909
3003	DB03190	EXPT02451	6-o-Capryloylsucrose	alpha-D-Glucopyranoside, 6-O-(1-oxooctyl)-beta-D-fructofuranosyl	DrugBank	20210103	20210909
3004	DB03191	EXPT02037	3-Oxiran-2ylalanine		DrugBank	20210103	20210909
3005	DB03192	EXPT01712	(R)-3-hydroxydecanoyl-CoA	(R)-3-hydroxydecanoyl-coenzyme A	DrugBank	20210103	20210909
3006	DB03193	EXPT02965	Stearic acid	Acide octadécanoïque | Acide stéarique | C18:0 | n-octadecanoic acid | Octadecanoic acid | Octadecansäure | Octadecoic acid | Oktadekansäure | Stearic acid | Stearinsäure	DrugBank	20210103	20210909
3007	DB03194	EXPT02161	Methyl beta-L-fucopyranoside	Methyl 6-deoxy-beta-L-galactopyranoside	DrugBank	20210103	20210909
3008	DB03195	EXPT01414	3'-Fluoro-3'-deoxythymidine 5'-monophosphate	3'-Deoxy-3'-fluorothymidine monophosphate | 3'-Fluoro-3'-deoxythymidine 5'-monophosphate | 3'-Fluoro-3'-deoxythymidine 5'-phosphate | 5'-Thymidylic acid, 3'-deoxy-3'-fluoro-	DrugBank	20210103	20210909
3009	DB03196	EXPT01972	4-Nitrophenyl-Ara		DrugBank	20210103	20210909
3010	DB03197	EXPT01747	6-Hydroxymethylpterin	2-Amino-4-hydroxy-6-hydroxymethyl-pteridine | 6-(Hydroxymethyl)pterin | Pterin-6-methanol | Rana-pterin 3 | Ranachrome 3	DrugBank	20210103	20210909
3011	DB03198	EXPT03068	Thio-Maltohexaose		DrugBank	20210103	20210909
3012	DB03199	EXPT01358	4-Methoxy-E-Rhodomycin T		DrugBank	20210103	20210909
3013	DB03200	EXPT00316	7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate		DrugBank	20210103	20210909
3014	DB03201	EXPT01139	D-Cysteine	(2S)-2-amino-3-mercaptopropanoic acid | (2S)-2-amino-3-sulfanylpropanoic acid | (S)-2-amino-3-mercaptopropanoic acid | D-Amino-3-mercaptopropionic acid | D-Cystein | D-Zystein	DrugBank	20210103	20210909
3015	DB03202	EXPT03043	2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide		DrugBank	20210103	20210909
3016	DB03203	EXPT02945	Sphingosine		DrugBank	20210103	20210909
3017	DB03204	EXPT02389	4-amino-5-aminomethyl-2-methylpyrimidine	2-Methyl-4-amino-5-aminomethylpyrimidine | 4-Amino-2-methylpyrimidine-5-methylamine	DrugBank	20210103	20210909
3018	DB03205	EXPT02652	Pyrroloquinoline Quinone		DrugBank	20210103	20210909
3019	DB03206	EXPT01227 | EXPT01236 | EXPT02374	Duvoglustat	(+)-1-Deoxynojirimycin | 1 deoxynojirimycin | 1-deoxy-nojirimycin | 1-deoxynojirimycin | 1,5-deoxy-1,5-imino-D-mannitol | 1,5-dideoxy-1,5-imino-D-glucitol | 5-amino-1,5-dideoxy-D-glucopyranose | D-1-deoxynojirimycin | Deoxynojirimycin | DNJ | Duvoglustat	DrugBank	20210103	20210909
3020	DB03207	EXPT00763	2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid		DrugBank	20210103	20210909
3021	DB03208	EXPT01589	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose		DrugBank	20210103	20210909
3022	DB03209	EXPT02456	Oteracil	5-azaorotic acid | Allantoxanic acid | Oteracil | Oxonate | Oxonic Acid	DrugBank	20210103	20210909
3023	DB03210	EXPT00463	4-Aminohydrocinnamic Acid		DrugBank	20210103	20210909
3024	DB03211	EXPT01081	(3-Formyl-but-3-Enyl)-Phosphonic Acid		DrugBank	20210103	20210909
3025	DB03212	EXPT01307	4-Deoxyglucarate		DrugBank	20210103	20210909
3026	DB03213	EXPT00623	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone		DrugBank	20210103	20210909
3027	DB03214	EXPT02068	Vinylglycine	(2S)-2-amino-3-butenoic acid | L-vinylglycine	DrugBank	20210103	20210909
3028	DB03215	EXPT02957	(2s,5s)-5-Carboxymethylproline		DrugBank	20210103	20210909
3029	DB03216	EXPT00427	(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine		DrugBank	20210103	20210909
3030	DB03217	EXPT01817	DPI59		DrugBank	20210103	20210909
3031	DB03218	EXPT00600	N-acetyl-N'-beta-D-glucopyranosyl urea		DrugBank	20210103	20210909
3032	DB03219	EXPT01268	11-Deoxy-Beta-Rhodomycin		DrugBank	20210103	20210909
3033	DB03220	EXPT01485	FR-234938		DrugBank	20210103	20210909
3034	DB03221	EXPT00491	AL7099A		DrugBank	20210103	20210909
3035	DB03222	EXPT01288	dATP	2'-Deoxyadenosine 5'-triphosphate | Deoxyadenosine 5'-triphosphate | Deoxyadenosine triphosphate	DrugBank	20210103	20210909
3036	DB03223	EXPT01142	Diphthamide	2-(3-Carboxyamido-3-(Trimethylammonio)Propyl)Histidine	DrugBank	20210103	20210909
3037	DB03224	EXPT01735	2-Formyl-Protoporphryn Ix		DrugBank	20210103	20210909
3038	DB03225	EXPT01290	D-Tryptophan	(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid | (R)-tryptophan | DTR	DrugBank	20210103	20210909
3039	DB03226	EXPT01368	Trifluoroethanol	2,2,2-trifluoroethanol | 2,2,2-trifluoroethyl alcohol	DrugBank	20210103	20210909
3040	DB03227	EXPT02366	Nicotinamide Mononucleotide		DrugBank	20210103	20210909
3041	DB03228	EXPT02926	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide		DrugBank	20210103	20210909
3042	DB03229	EXPT00985	alpha-Ketoisocaproic acid	2-oxo-4-methylpentanoic acid | 2-Oxoisocaproate | 2-oxoleucine | 4-Methyl-2-oxopentanoate | 4-methyl-2-oxopentanoic acid | 4-methyl-2-oxovaleric acid | alpha-Ketoisocaproate | Ketoleucine | α-ketoisocaproic acid	DrugBank	20210103	20210909
3043	DB03230	EXPT02666	Adenosine-5'-Propylphosphate		DrugBank	20210103	20210909
3044	DB03231	EXPT02670	3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide		DrugBank	20210103	20210909
3045	DB03232	EXPT00337	2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol		DrugBank	20210103	20210909
3046	DB03233	EXPT02401	3'-deoxy-3'-aminothymidine monophosphate		DrugBank	20210103	20210909
3047	DB03234	EXPT02736	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone		DrugBank	20210103	20210909
3048	DB03235	EXPT01954	N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide		DrugBank	20210103	20210909
3049	DB03236	EXPT00060	(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid		DrugBank	20210103	20210909
3050	DB03237	EXPT01611	2,3-Dihydroxy-5-Oxo-Hexanedioate		DrugBank	20210103	20210909
3051	DB03238	EXPT00238	3,5-Difluoroaniline		DrugBank	20210103	20210909
3052	DB03239	EXPT02474	3',5'-Dinitro-N-Acetyl-L-Thyronine		DrugBank	20210103	20210909
3053	DB03240	EXPT01007	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid		DrugBank	20210103	20210909
3054	DB03241	EXPT02081	1-Amino-1-Carbonyl Pentane		DrugBank	20210103	20210909
3055	DB03242	EXPT01548	P-Aminophenyl-Alpha-D-Galactopyranoside		DrugBank	20210103	20210909
3056	DB03243	EXPT01394	4-Fluorobenzylamine		DrugBank	20210103	20210909
3057	DB03244	EXPT03000	(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid		DrugBank	20210103	20210909
3058	DB03245	EXPT02298	S-4-Nitrobutyryl-CoA		DrugBank	20210103	20210909
3059	DB03246	EXPT00555	Beta-L-Arabinose		DrugBank	20210103	20210909
3060	DB03247	EXPT01458	Flavin mononucleotide	FMN | riboflavin 5'-(dihydrogen phosphate) | riboflavin 5'-monophosphate | riboflavin 5'-phosphate | Riboflavin monophosphate | Riboflavin phosphate | Riboflavin-5-phosphate | riboflavine dihydrogen phosphate | Vitamin B2 (riboflavin-5-phosphate) | Vitamin B2 phosphate	DrugBank	20210103	20210909
3061	DB03248	EXPT02552	2-(Phosphonooxy)Butanoic Acid		DrugBank	20210103	20210909
3062	DB03249	EXPT02991	2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate		DrugBank	20210103	20210909
3063	DB03250	EXPT03046	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole		DrugBank	20210103	20210909
3064	DB03251	EXPT02826	RWJ-51084		DrugBank	20210103	20210909
3065	DB03252	EXPT01219	D-Lysine	(R)-2,6-diaminohexanoic acid | D-2,6-Diaminohexanoic acid | D-Lysin	DrugBank	20210103	20210909
3066	DB03253	EXPT02476	(2s)-Pyrrolidin-2-Ylmethylamine		DrugBank	20210103	20210909
3067	DB03254	EXPT02601	4-Phenyl-1h-Imidazole		DrugBank	20210103	20210909
3068	DB03255	EXPT01917	Phenol	Acide carbolique | Acide phénique | Benzenol | Carbolic acid | Carbolsäure | Fenol | Hydroxybenzene | Karbolsäure | Monohydroxybenzene | Oxybenzene | Phenic Acid | Phenol | Phenyl alcohol | Phenyl hydroxide | Phenylic acid | Phenylic alcohol | PHOH	DrugBank	20210103	20210909
3069	DB03256	EXPT01470	(6R)-Folinic acid	(6R,2'S)-Folinic acid | (6R)-Leucovorin | [6R]-5-formyl-5,6,7,8-tetrahydrofolate  | 6R-Leucovorin | Dextrofolinic acid | L-Glutamic acid, N-[4-[[[(6R)-2-amino-5-formyl-3,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl]methyl]amino]benzoyl]- | N-{[4-({[(6R)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]carbonyl}-L-glutamic acid	DrugBank	20210103	20210909
3070	DB03257	EXPT00403	5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid		DrugBank	20210103	20210909
3071	DB03258	EXPT01137	2'-Deoxycytidine 5'-triphosphate	2'-Deoxycytidine-5'-Triphosphate | dCTP | Deoxycytidine 5'-triphosphate | Deoxycytidine triphosphate	DrugBank	20210103	20210909
3072	DB03259	EXPT00743	2',6'-Dichloro-Biphenyl-2,6-Diol		DrugBank	20210103	20210909
3073	DB03260	EXPT00049	Hexamethylene diamine	1,6-diamino-n-hexane | 1,6-diaminohexane | 1,6-hexamethylenediamine | 1,6-hexanediamine | 1,6-hexylenediamine | diaminohexane | HEX-NH2 | hexamethylene diamine | hexamethylenediamine | hexylenediamine | HMDA	DrugBank	20210103	20210909
3074	DB03262	EXPT01890	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]		DrugBank	20210103	20210909
3075	DB03263	EXPT03022	Thiocellobiose		DrugBank	20210103	20210909
3076	DB03264	EXPT01131	Dodecyl-Coa		DrugBank	20210103	20210909
3077	DB03266	EXPT02681	Glutaral	Glutaral | Pentanedial	DrugBank	20210103	20210909
3078	DB03267	EXPT03126	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine		DrugBank	20210103	20210909
3079	DB03268	EXPT00063	RU82197	4-[2-Acetylamino-2-(1-biphenyl-4-ylmethyl-2-oxo-azepan-3-ylcarbamoyl)-ethyl]-2-formyl-benzoic acid	DrugBank	20210103	20210909
3080	DB03269	EXPT00449	4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose		DrugBank	20210103	20210909
3081	DB03270	EXPT01397	2,6-Difluorobenzenesulfonamide		DrugBank	20210103	20210909
3082	DB03272	EXPT02434	4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol		DrugBank	20210103	20210909
3083	DB03273	EXPT00442	3'-Oxo-Adenosine		DrugBank	20210103	20210909
3084	DB03274	EXPT01151	2',5'-Dideoxyuridine		DrugBank	20210103	20210909
3085	DB03275	EXPT01073	Cysteinamide	2-amino-3-mercapto-propionamide | L-Cysteinamide	DrugBank	20210103	20210909
3086	DB03276	EXPT01283	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid		DrugBank	20210103	20210909
3087	DB03277	EXPT02187	alpha-maltotriose	α-maltotriose	DrugBank	20210103	20210909
3088	DB03278	EXPT01285	D-Treitol		DrugBank	20210103	20210909
3089	DB03279	EXPT02044	Dodecyl-Alpha-D-Maltoside		DrugBank	20210103	20210909
3090	DB03280	EXPT02996	p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate		DrugBank	20210103	20210909
3091	DB03281	EXPT01247	2'-Deoxymaltose		DrugBank	20210103	20210909
3092	DB03283	EXPT01510	beta-L-fucose	6-deoxy-beta-L-galactopyranose | beta-L-fucopyranose	DrugBank	20210103	20210909
3093	DB03284	EXPT01544	2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid		DrugBank	20210103	20210909
3094	DB03285	EXPT01707	Isoliquiritigenin	(E)-1-(2,4-Dihydroxy-phenyl)-3-(4-hydroxy-phenyl)-propenone | (E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propene-1-one | 2',4,4'-Trihydroxychalcone | 4,2',4'-Trihydroxychalcone | trans-2',4,4'-trihydroxychalcone	DrugBank	20210103	20210909
3095	DB03286	EXPT00899	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide		DrugBank	20210103	20210909
3096	DB03287	EXPT02640	4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid		DrugBank	20210103	20210909
3097	DB03288	EXPT00098	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide		DrugBank	20210103	20210909
3098	DB03289	EXPT01083	Thiarsa Dihydroxy Cysteine		DrugBank	20210103	20210909
3099	DB03290	EXPT02856	L-naphthyl-1-acetamido boronic acid alanine		DrugBank	20210103	20210909
3100	DB03291	EXPT01568	4-Deoxy-4-Amino-Beta-D-Glucose		DrugBank	20210103	20210909
3101	DB03292	EXPT00542	3-Phosphono-D-alanine	(S)-2-Amino-3-phosphonopropanoic acid | D-2-Amino-3-phosphonopropionic acid	DrugBank	20210103	20210909
3102	DB03293	EXPT02255	9-Methyl Uric Acid		DrugBank	20210103	20210909
3103	DB03294	EXPT02893	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide		DrugBank	20210103	20210909
3104	DB03295	EXPT03120	Glutathionylspermidine	N'-Glutathionylspermidine disulfide | N1-(gamma-L-Glutamyl-L-cysteinyl-glycyl)-spermidine	DrugBank	20210103	20210909
3105	DB03296	EXPT02917	3'-beta-Sialyl-beta-lactose	O-(N-Acetyl-alpha-neuraminosyl)-(2->3)-o-beta-D-galactopyranosyl-(1->4)-alpha-D-glucopyranose	DrugBank	20210103	20210909
3106	DB03297	EXPT02622	Benzylsulfonic acid	alpha-Toluenesulfonic acid | Benzenemethanesulfonic acid | Benzylsulfinic acid | Phenylmethanesulfonic acid | Toluene-alpha-sulphonic acid	DrugBank	20210103	20210909
3107	DB03298	EXPT01775	Phenylphosphate	Monophenylphosphate | Phenolic phosphate | Phenyl phosphate | Phenylphosphoric acid | Phosphoric acid, monophenyl ester	DrugBank	20210103	20210909
3108	DB03299	EXPT02381	N-Succinyl Phenylglycine		DrugBank	20210103	20210909
3109	DB03300	EXPT02136	Pterin Cytosine Dinucleotide		DrugBank	20210103	20210909
3110	DB03301	EXPT02077	2-Allyl-6-Methyl-Phenol		DrugBank	20210103	20210909
3111	DB03302	EXPT02586	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One		DrugBank	20210103	20210909
3112	DB03303	EXPT02959	3-deoxy-D-arabino-hexonic acid	3-Deoxy-arabino-hexonic acid | D-2-keto-3-deoxygluconate	DrugBank	20210103	20210909
3113	DB03304	EXPT02659	7-Deaza-7-Aminomethyl-Guanine		DrugBank	20210103	20210909
3114	DB03305	EXPT01862	N(G)-Iminoethylornithine	L-NIO | N(G)-Iminoethylornithine | N5-(1-Iminoethyl)-L-ornithine	DrugBank	20210103	20210909
3115	DB03306	EXPT00147	RU78300		DrugBank	20210103	20210909
3116	DB03307	EXPT03161	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide		DrugBank	20210103	20210909
3117	DB03308	EXPT02048	L-Leucyl-Hydroxylamine		DrugBank	20210103	20210909
3118	DB03309	EXPT02344	N-cyclohexyltaurine	2-(cyclohexylamino)ethanesulfonic acid | CHES	DrugBank	20210103	20210909
3119	DB03310	DB09544 | EXPT01575	Glutathione disulfide	Glutathione disulphide | GSSG | Oxidized glutathione | Oxiglutatione	DrugBank	20210103	20210909
3120	DB03311	EXPT01493	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide		DrugBank	20210103	20210909
3121	DB03312	DB05041 | EXPT00783	Brivudine	(E)-5-(2-Bromovinyl)-deoxyuridine | Brivudina | Brivudine | Brivudinum | BVdU	DrugBank	20210103	20210909
